"","sex..","sex.F","sex.M","income1.0.2","income1.0.4","income1.0.6","income1.0.8","income1.1","same_city","same_count","seller_sco","dispersao","type.0","type.0.25","type.0.5","type.0.75","type.1","V10","V11","V12","fraud"
"17",0,1,0,1,0,0,0,0,1,1,0.0101010101010101,0.00765674608963159,1,0,0,0,0,0.0149474375821288,0.985052562417871,2,"0"
"18",0,1,0,1,0,0,0,0,1,1,0.696969696969697,0.00806170693429368,0,0,0,1,0,0,1,2,"0"
"19",0,0,1,1,0,0,0,0,0,0,0.585858585858586,0.0420333915469013,0,0,0,0,1,0.0271979759645794,0.972802024035421,5,"0"
"20",0,1,0,1,0,0,0,0,1,1,0.0909090909090909,0.010787350645092,0,0,0,1,0,0.0362142031591113,0.963785796840889,3,"0"
"21",0,1,0,1,0,0,0,0,1,1,0.848484848484849,0.0102464997645361,0,1,0,0,0,0,1,1,"0"
"22",0,1,0,1,0,0,0,0,1,1,0.676767676767677,0.0068681691421566,0,0,1,0,0,0,1,1,"0"
"23",0,1,0,1,0,0,0,0,1,1,0.707070707070707,0.011528826418836,0,0,1,0,0,0,1,1,"0"
"24",0,0,1,1,0,0,0,0,1,1,0.232323232323232,0.00214222346033732,1,0,0,0,0,0.0359783845278726,0.964021615472127,2,"0"
"25",0,1,0,1,0,0,0,0,1,1,0.0404040404040404,0.0108248293757822,0,1,0,0,0,0.0149474375821288,0.985052562417871,2,"0"
"26",0,0,1,0,0,1,0,0,1,1,0.424242424242424,0.00504298319377366,0,0,1,0,0,0.00993788819875776,0.990062111801242,1,"0"
"27",0,1,0,1,0,0,0,0,1,1,0.848484848484849,0.00772147081016679,1,0,0,0,0,0,1,1,"0"
"28",0,1,0,1,0,0,0,0,0,0,0.151515151515152,0.0994122416262768,0,0,0,0,1,0.12729057591623,0.87270942408377,8,"0"
"29",0,1,0,1,0,0,0,0,1,1,0.454545454545455,0.0115732736650451,0,0,0,1,0,0.0134512622074811,0.986548737792519,3,"0"
"30",0,1,0,1,0,0,0,0,1,1,0.818181818181818,0.0086793509821745,1,0,0,0,0,0,1,1,"0"
"31",0,1,0,0,0,0,0,1,1,1,0.151515151515152,0.00423865493165198,0,0,1,0,0,0.0949298813376483,0.905070118662352,3,"0"
"32",0,0,1,1,0,0,0,0,1,1,0.777777777777778,0.0121984191560202,1,0,0,0,0,0,1,1,"0"
"33",0,1,0,0,1,0,0,0,1,1,0.424242424242424,0.0119972029047112,1,0,0,0,0,0.00993788819875776,0.990062111801242,1,"0"
"34",0,1,0,1,0,0,0,0,1,1,0.939393939393939,0.00971088963164957,1,0,0,0,0,0,1,1,"0"
"35",0,1,0,1,0,0,0,0,1,1,0.101010101010101,0.0100704667360873,0,0,0,1,0,0.0362142031591113,0.963785796840889,3,"0"
"36",0,1,0,1,0,0,0,0,1,1,0.505050505050505,0.0113577607680918,1,0,0,0,0,0.0427818329278183,0.957218167072182,3,"0"
"37",0,1,0,1,0,0,0,0,1,1,0.353535353535354,0.0689930642369009,0,1,0,0,0,0.0100016131634135,0.989998386836587,3,"0"
"38",0,1,0,1,0,0,0,0,1,1,0.282828282828283,0.00909492498442278,1,0,0,0,0,0.00714688734248636,0.992853112657514,2,"0"
"39",0,1,0,1,0,0,0,0,1,1,0.656565656565657,0.0106277775459748,0,0,0,1,0,0.00457561198810341,0.995424388011897,2,"0"
"40",0,1,0,1,0,0,0,0,0,1,0.868686868686869,0.0816558829710095,0,0,0,0,1,0,1,4,"0"
"41",0,1,0,1,0,0,0,0,1,1,0.828282828282828,0.00419070796551645,0,0,1,0,0,0,1,1,"0"
"42",0,0,1,1,0,0,0,0,1,1,0.767676767676768,0.00393405813474884,1,0,0,0,0,0,1,1,"0"
"43",0,1,0,1,0,0,0,0,1,1,0.707070707070707,0.00366738234782104,0,0,0,1,0,0,1,2,"0"
"44",0,1,0,1,0,0,0,0,1,1,0.878787878787879,0.0116517953158351,0,0,0,1,0,0,1,2,"0"
"45",0,0,1,1,0,0,0,0,0,0,0.98989898989899,0.0662409686209538,0,0,0,0,1,0,1,5,"0"
"46",0,0,1,1,0,0,0,0,0,0,0.585858585858586,0.035903882433611,0,0,0,0,1,0.0271979759645794,0.972802024035421,5,"0"
"47",0,1,0,1,0,0,0,0,1,1,0.939393939393939,0.00967702272115164,0,0,1,0,0,0,1,1,"0"
"48",0,1,0,1,0,0,0,0,1,1,0.737373737373737,0.0152956844698597,0,1,0,0,0,0,1,1,"0"
"49",0,0,1,1,0,0,0,0,1,1,0.717171717171717,0.00518195475568977,0,0,1,0,0,0,1,1,"0"
"50",0,1,0,1,0,0,0,0,1,1,0.282828282828283,0.0123088056089377,1,0,0,0,0,0.00714688734248636,0.992853112657514,2,"0"
"51",0,1,0,1,0,0,0,0,1,1,0.545454545454545,0.0233066321875624,0,0,1,0,0,0.0206437291897891,0.979356270810211,1,"0"
"52",0,0,1,1,0,0,0,0,1,1,0.292929292929293,0.00379650707857969,0,0,1,0,0,0.0301009372746936,0.969899062725306,2,"0"
"53",0,1,0,1,0,0,0,0,0,1,0.171717171717172,0.00703147000474571,0,0,0,0,1,1,0,6,"0"
"54",0,0,1,0,1,0,0,0,0,0,0.0505050505050505,0.0314310270884039,0,0,0,0,1,0.114365411436541,0.885634588563459,7,"0"
"55",0,1,0,1,0,0,0,0,1,1,0.313131313131313,0.00289430541974743,0,0,1,0,0,0.0301009372746936,0.969899062725306,2,"0"
"56",0,1,0,1,0,0,0,0,1,1,0.262626262626263,0.0057133836353294,1,0,0,0,0,0.00714688734248636,0.992853112657514,2,"0"
"57",0,0,1,1,0,0,0,0,1,1,0.97979797979798,0.0114017286539981,0,0,1,0,0,0,1,1,"0"
"58",0,1,0,1,0,0,0,0,1,1,0.111111111111111,0.0109994654219661,0,1,0,0,0,0.0362142031591113,0.963785796840889,2,"0"
"59",0,0,1,1,0,0,0,0,1,1,0.878787878787879,0.0113642053724367,0,1,0,0,0,0,1,1,"0"
"60",0,0,1,1,0,0,0,0,1,1,0.888888888888889,0.022612041500896,0,1,0,0,0,0,1,1,"0"
"61",0,0,1,1,0,0,0,0,1,1,0.101010101010101,0.010387695592047,0,0,0,1,0,0.0362142031591113,0.963785796840889,3,"0"
"62",0,1,0,1,0,0,0,0,1,1,0.272727272727273,0.00836869968973498,0,0,1,0,0,0.00714688734248636,0.992853112657514,2,"0"
"63",0,0,1,1,0,0,0,0,1,1,0.353535353535354,0.00970110466967894,1,0,0,0,0,0.0278786118774503,0.97212138812255,2,"0"
"64",0,1,0,1,0,0,0,0,1,1,0.161616161616162,0.0112798149825515,0,1,0,0,0,0.0171449869549012,0.982855013045099,2,"0"
"65",0,1,0,1,0,0,0,0,0,0,0.0707070707070707,0.220606518308234,0,0,0,0,1,0.114365411436541,0.885634588563459,8,"0"
"66",0,0,1,1,0,0,0,0,1,1,0.0707070707070707,0.00985081079985255,0,1,0,0,0,0.0362142031591113,0.963785796840889,2,"0"
"67",0,1,0,1,0,0,0,0,1,1,0.646464646464647,0.0127292899115141,0,1,0,0,0,0.00457561198810341,0.995424388011897,1,"0"
"68",0,1,0,1,0,0,0,0,1,1,0.464646464646465,0.0128901009931072,0,1,0,0,0,0.0100231303006939,0.989976869699306,2,"0"
"69",0,1,0,1,0,0,0,0,1,1,0.97979797979798,0.00986548620022017,0,0,1,0,0,0,1,1,"0"
"70",0,1,0,1,0,0,0,0,1,1,0.202020202020202,0.174007612392361,0,0,0,0,1,0.994432071269488,0.00556792873051225,6,"1"
"71",0,1,0,1,0,0,0,0,1,1,0.676767676767677,0.00993370432878734,1,0,0,0,0,0,1,1,"0"
"72",0,1,0,1,0,0,0,0,0,1,0.383838383838384,0.0171337884018878,0,0,0,0,1,0.0506222670702994,0.949377732929701,6,"0"
"73",0,0,1,1,0,0,0,0,1,1,0.828282828282828,0.00468698722709818,0,0,0,1,0,0,1,2,"0"
"74",0,1,0,1,0,0,0,0,1,1,0.919191919191919,0.0164708449102547,0,0,1,0,0,0,1,1,"0"
"75",0,1,0,1,0,0,0,0,1,1,0.202020202020202,0.00797351856079473,0,0,1,0,0,0.0252552391187534,0.974744760881247,2,"0"
"76",0,1,0,0,1,0,0,0,1,1,0.0909090909090909,0.00498825628612419,0,0,1,0,0,0.0802638812534359,0.919736118746564,3,"0"
"77",0,1,0,1,0,0,0,0,0,0,0.333333333333333,0.0101265196858285,0,0,0,0,1,0.984544049459042,0.0154559505409583,7,"0"
"78",0,1,0,1,0,0,0,0,1,1,1,0.0100735674612684,0,0,0,1,0,0,1,2,"0"
"79",0,0,1,1,0,0,0,0,0,1,0.171717171717172,0.0974749040100062,0,0,0,0,1,0.130074328187536,0.869925671812464,7,"0"
"80",0,1,0,1,0,0,0,0,0,1,0.252525252525253,0.0963402090542001,0,0,0,0,1,1,0,7,"0"
"81",0,0,1,1,0,0,0,0,1,1,0.191919191919192,0.0110456502571223,0,0,0,1,0,0.0950305143853531,0.904969485614647,5,"0"
"82",0,0,1,1,0,0,0,0,1,1,0.464646464646465,0.00598254116166641,0,0,1,0,0,0.0100231303006939,0.989976869699306,2,"0"
"83",0,0,1,1,0,0,0,0,1,1,0.0707070707070707,0.00567022137156229,0,1,0,0,0,0.0362142031591113,0.963785796840889,2,"0"
"84",0,1,0,1,0,0,0,0,1,1,0.626262626262626,0.00479643734874472,0,0,1,0,0,0.004149377593361,0.995850622406639,1,"0"
"85",0,0,1,1,0,0,0,0,1,1,0.868686868686869,0.00281999128377118,0,0,1,0,0,0,1,1,"0"
"86",0,0,1,1,0,0,0,0,1,1,0.383838383838384,0.0132163791648366,1,0,0,0,0,0.00602409638554217,0.993975903614458,2,"0"
"87",0,0,1,1,0,0,0,0,1,1,0.656565656565657,0.0088037852554673,0,0,0,1,0,0.00457561198810341,0.995424388011897,2,"0"
"88",0,1,0,1,0,0,0,0,0,0,0.868686868686869,0.203246614724417,0,0,0,0,1,0,1,5,"0"
"89",0,0,1,0,1,0,0,0,1,1,0.232323232323232,0.0100557188723479,0,0,0,1,0,0.0802638812534359,0.919736118746564,4,"0"
"90",0,0,1,1,0,0,0,0,1,1,0.818181818181818,0.00434627268074837,0,0,1,0,0,0,1,1,"0"
"91",0,1,0,1,0,0,0,0,1,1,0.0808080808080808,0.00864768768259509,0,1,0,0,0,0.0362142031591113,0.963785796840889,2,"0"
"92",0,0,1,1,0,0,0,0,0,1,0.656565656565657,0.0150913738737502,0,0,0,0,1,0.0507675938592491,0.949232406140751,5,"0"
"93",0,1,0,1,0,0,0,0,1,1,0.555555555555556,0.00857030028973435,0,0,0,1,0,0.0206437291897891,0.979356270810211,2,"0"
"94",0,1,0,1,0,0,0,0,1,1,0.282828282828283,0.0126406760583406,0,0,0,1,0,0.00714688734248636,0.992853112657514,3,"0"
"95",0,1,0,1,0,0,0,0,1,1,0.121212121212121,0.00987333463792918,0,0,1,0,0,0.0171449869549012,0.982855013045099,2,"0"
"96",0,0,1,1,0,0,0,0,1,1,0.151515151515152,0.00869645688662023,0,1,0,0,0,0.0171449869549012,0.982855013045099,2,"0"
"97",0,0,1,1,0,0,0,0,1,1,0.888888888888889,0.0106300447245739,1,0,0,0,0,0,1,1,"0"
"98",0,1,0,1,0,0,0,0,1,1,0.646464646464647,0.00189486606865652,0,1,0,0,0,0.004149377593361,0.995850622406639,1,"0"
"99",0,1,0,1,0,0,0,0,1,1,0.616161616161616,0.0105462056710837,1,0,0,0,0,0.0167507204610951,0.983249279538905,1,"0"
"100",0,1,0,1,0,0,0,0,0,1,0.737373737373737,0.0493403960755723,0,0,0,0,1,0.0507675938592491,0.949232406140751,6,"0"
"101",0,0,1,1,0,0,0,0,1,1,0.666666666666667,0.00682288920801409,0,1,0,0,0,0,1,1,"0"
"102",0,0,1,1,0,0,0,0,1,1,0.464646464646465,0.00692904637385993,1,0,0,0,0,0.0100231303006939,0.989976869699306,2,"0"
"103",0,0,1,1,0,0,0,0,1,1,0.474747474747475,0.0114318231471555,0,0,0,1,0,0.0100231303006939,0.989976869699306,3,"0"
"104",0,0,1,1,0,0,0,0,1,1,0.858585858585859,0.00771814778599315,0,0,1,0,0,0,1,1,"0"
"105",0,0,1,1,0,0,0,0,0,0,0.181818181818182,0.0338755812976687,0,0,0,0,1,0.12729057591623,0.87270942408377,8,"0"
"106",0,1,0,1,0,0,0,0,0,1,0.323232323232323,0.125504875577864,0,0,0,0,1,0.0506222670702994,0.949377732929701,7,"0"
"107",0,1,0,1,0,0,0,0,0,0,0.505050505050505,0.107905486334826,0,0,0,0,1,0.0628034962771123,0.937196503722888,7,"0"
"108",0,0,1,1,0,0,0,0,1,1,0.787878787878788,0.00223448581496819,1,0,0,0,0,0,1,1,"0"
"109",0,1,0,1,0,0,0,0,0,0,0.262626262626263,0.00389704739903496,0,0,0,0,1,0.984544049459042,0.0154559505409583,7,"0"
"110",0,1,0,1,0,0,0,0,1,1,0.686868686868687,0.00411566295469307,0,0,1,0,0,0,1,1,"0"
"111",0,0,1,1,0,0,0,0,1,1,0.111111111111111,0.0110756774513318,1,0,0,0,0,0.0362142031591113,0.963785796840889,2,"0"
"112",0,0,1,1,0,0,0,0,1,1,0.343434343434343,0.00725194938765875,0,1,0,0,0,0.0278786118774503,0.97212138812255,2,"0"
"113",0,0,1,1,0,0,0,0,1,1,0.838383838383838,0.00475782313202108,0,0,1,0,0,0,1,1,"0"
"114",0,1,0,1,0,0,0,0,1,1,0.363636363636364,0.0108540069314266,1,0,0,0,0,0.0278786118774503,0.97212138812255,2,"0"
"115",0,0,1,1,0,0,0,0,1,1,0.97979797979798,0.0121586360194412,0,0,0,1,0,0,1,2,"0"
"116",0,0,1,1,0,0,0,0,1,1,0.101010101010101,0.00692892419098503,0,1,0,0,0,0.0362142031591113,0.963785796840889,2,"0"
"117",0,0,1,1,0,0,0,0,1,1,0.767676767676768,0.00330910055722624,0,0,1,0,0,0,1,1,"0"
"118",0,1,0,0,1,0,0,0,1,1,0.383838383838384,0.00320567780960274,0,0,1,0,0,0.00993788819875776,0.990062111801242,1,"0"
"119",0,1,0,1,0,0,0,0,0,0,0.595959595959596,0.165547897709757,0,0,0,0,1,0.0271979759645794,0.972802024035421,5,"0"
"120",0,1,0,1,0,0,0,0,1,1,0.929292929292929,0.010006285146979,0,0,0,1,0,0,1,2,"0"
"121",0,1,0,1,0,0,0,0,1,1,0,0.011199748877603,0,1,0,0,0,0.0149474375821288,0.985052562417871,2,"0"
"122",0,1,0,0,0,0,0,1,1,1,0.474747474747475,0.00918881742203785,0,1,0,0,0,0.0102857142857143,0.989714285714286,1,"0"
"123",0,1,0,1,0,0,0,0,1,1,0.353535353535354,0.0117153335015711,0,0,0,1,0,0.0278786118774503,0.97212138812255,3,"0"
"124",0,1,0,1,0,0,0,0,1,1,0.0404040404040404,0.00647916966339033,0,0,0,1,0,0.0149474375821288,0.985052562417871,3,"0"
"125",0,0,1,1,0,0,0,0,1,1,0.929292929292929,0.0206459284166233,0,0,0,1,0,0,1,2,"0"
"126",0,0,1,1,0,0,0,0,0,1,0.474747474747475,0.109552806886829,0,0,0,0,1,0.0506222670702994,0.949377732929701,7,"0"
"127",0,0,1,1,0,0,0,0,1,1,0.505050505050505,0.150094419267207,0,0,0,0,1,0.99359795134443,0.00640204865556978,5,"1"
"128",0,1,0,1,0,0,0,0,1,1,0.898989898989899,0.00508117979114717,0,0,1,0,0,0,1,1,"0"
"129",0,1,0,1,0,0,0,0,1,1,0.141414141414141,0.0136158551809066,0,1,0,0,0,0.0171449869549012,0.982855013045099,2,"0"
"130",1,0,0,1,0,0,0,0,1,1,0.212121212121212,0.00433867563009158,0,0,1,0,0,0.0359783845278726,0.964021615472127,2,"0"
"131",0,1,0,1,0,0,0,0,1,1,0.525252525252525,0.00359420261797769,0,0,1,0,0,0.0206437291897891,0.979356270810211,1,"0"
"132",0,1,0,1,0,0,0,0,1,1,0.141414141414141,0.010602177574627,0,0,0,1,0,0.0171449869549012,0.982855013045099,3,"0"
"133",0,1,0,1,0,0,0,0,1,1,0.616161616161616,0.0113467489124189,0,1,0,0,0,0.0167507204610951,0.983249279538905,1,"0"
"134",0,0,1,1,0,0,0,0,1,1,0.323232323232323,0.0550716017549746,0,1,0,0,0,0.0100016131634135,0.989998386836587,3,"0"
"135",0,1,0,1,0,0,0,0,0,0,0.94949494949495,0.117663061389005,0,0,0,0,1,0,1,5,"0"
"136",0,1,0,1,0,0,0,0,1,1,0.0909090909090909,0.00483945472406979,0,0,1,0,0,0.0362142031591113,0.963785796840889,2,"0"
"137",0,1,0,1,0,0,0,0,0,1,0.141414141414141,0.0789485945479335,0,0,0,0,1,0.130074328187536,0.869925671812464,7,"0"
"138",0,0,1,0,1,0,0,0,1,1,0.131313131313131,0.0228139368380092,0,0,1,0,0,0.0802638812534359,0.919736118746564,3,"0"
"139",0,0,1,1,0,0,0,0,1,1,0.95959595959596,0.0238210780036027,0,0,1,0,0,0,1,1,"0"
"140",0,0,1,1,0,0,0,0,1,1,0.101010101010101,0.00635925498148265,0,1,0,0,0,0.0362142031591113,0.963785796840889,2,"1"
"141",0,1,0,1,0,0,0,0,1,1,0.0404040404040404,0.00340674763652951,0,0,1,0,0,0.0149474375821288,0.985052562417871,2,"0"
"142",0,1,0,1,0,0,0,0,1,1,0.97979797979798,0.0029301810033944,0,0,1,0,0,0,1,1,"0"
"143",0,0,1,1,0,0,0,0,1,1,0.94949494949495,0.00643841947590569,1,0,0,0,0,0,1,1,"0"
"144",0,0,1,1,0,0,0,0,1,1,0.181818181818182,0.0198572506238032,0,0,1,0,0,0.0950305143853531,0.904969485614647,4,"0"
"145",0,0,1,1,0,0,0,0,1,1,0.151515151515152,0.0120337004911147,0,0,0,1,0,0.0171449869549012,0.982855013045099,3,"0"
"146",0,0,1,1,0,0,0,0,1,1,0.878787878787879,0.00920392141475455,1,0,0,0,0,0,1,1,"0"
"147",0,1,0,1,0,0,0,0,0,0,0.464646464646465,0.343610017259271,0,0,0,0,1,0.0377358490566038,0.962264150943396,6,"0"
"148",0,1,0,1,0,0,0,0,1,1,0.292929292929293,0.0160014180626417,0,0,0,1,0,0.0301009372746936,0.969899062725306,3,"0"
"149",0,1,0,1,0,0,0,0,1,1,0.636363636363636,0.00196101449697795,0,1,0,0,0,0.004149377593361,0.995850622406639,1,"0"
"150",0,0,1,1,0,0,0,0,1,1,0.222222222222222,0.00421561876354517,0,0,1,0,0,0.0359783845278726,0.964021615472127,2,"0"
"151",0,1,0,1,0,0,0,0,0,1,0.95959595959596,0.135503319638526,0,0,0,0,1,0,1,4,"0"
"152",0,0,1,1,0,0,0,0,1,1,0.545454545454545,0.00691173606707938,0,0,0,1,0,0.0206437291897891,0.979356270810211,2,"0"
"153",0,0,1,1,0,0,0,0,1,1,0.575757575757576,0.00910691598007786,0,0,0,1,0,0.0357771260997067,0.964222873900293,2,"0"
"154",0,1,0,1,0,0,0,0,0,0,0.707070707070707,0.218414468471128,0,0,0,0,1,0.0271979759645794,0.972802024035421,5,"0"
"155",0,1,0,1,0,0,0,0,1,1,0.373737373737374,0.0123290164251434,0,1,0,0,0,0.00602409638554217,0.993975903614458,2,"0"
"156",0,1,0,1,0,0,0,0,1,1,0.757575757575758,0.0036004588453371,0,0,1,0,0,0,1,1,"0"
"157",0,0,1,0,1,0,0,0,1,1,0.353535353535354,0.00915733760518373,0,1,0,0,0,0.00993788819875776,0.990062111801242,1,"0"
"158",0,1,0,1,0,0,0,0,1,1,0.565656565656566,0.02266809431941,0,0,1,0,0,0.00476190476190476,0.995238095238095,1,"0"
"159",0,0,1,1,0,0,0,0,1,1,0.464646464646465,0.00990003678074787,0,1,0,0,0,0.0100231303006939,0.989976869699306,2,"0"
"160",0,0,1,1,0,0,0,0,1,1,0.595959595959596,0.00405780011112538,0,0,1,0,0,0.0167507204610951,0.983249279538905,1,"0"
"161",0,0,1,1,0,0,0,0,1,1,0.303030303030303,0.011343729848859,0,1,0,0,0,0.0301009372746936,0.969899062725306,2,"0"
"162",0,0,1,1,0,0,0,0,0,1,0.585858585858586,0.173510840786485,0,0,0,0,1,0.0507675938592491,0.949232406140751,6,"0"
"163",0,1,0,1,0,0,0,0,1,1,0.292929292929293,0.00800221888574959,0,1,0,0,0,0.0301009372746936,0.969899062725306,2,"0"
"164",0,0,1,1,0,0,0,0,1,1,0.777777777777778,0.0167826661796849,0,0,1,0,0,0,1,1,"0"
"165",0,1,0,1,0,0,0,0,0,0,0.282828282828283,0.0377342881316676,0,0,0,0,1,0.984544049459042,0.0154559505409583,8,"0"
"166",0,0,1,1,0,0,0,0,1,1,0.171717171717172,0.00870155491234946,0,1,0,0,0,0.0171449869549012,0.982855013045099,2,"0"
"167",0,1,0,1,0,0,0,0,1,1,0.505050505050505,0.00873327315963712,1,0,0,0,0,0.0427818329278183,0.957218167072182,3,"0"
"168",0,1,0,1,0,0,0,0,1,1,0.727272727272727,0.00304484338564205,0,0,1,0,0,0,1,1,"0"
"169",0,1,0,1,0,0,0,0,1,1,0.262626262626263,0.00853737323967577,1,0,0,0,0,0.00714688734248636,0.992853112657514,2,"0"
"170",0,1,0,0,1,0,0,0,1,1,0.353535353535354,0.00929119128954808,1,0,0,0,0,0.00993788819875776,0.990062111801242,1,"0"
"171",0,0,1,1,0,0,0,0,1,1,0.747474747474748,0.00395562761430342,0,0,1,0,0,0,1,1,"0"
"172",0,1,0,1,0,0,0,0,1,1,0.484848484848485,0.00283513001482056,0,0,1,0,0,0.0100231303006939,0.989976869699306,2,"0"
"173",0,0,1,1,0,0,0,0,1,1,0.232323232323232,0.0122462297154737,0,1,0,0,0,0.0359783845278726,0.964021615472127,2,"0"
"174",0,1,0,0,1,0,0,0,1,1,0.757575757575758,0.000203493897017485,1,0,0,0,0,0.000643086816720257,0.99935691318328,0,"0"
"175",0,0,1,1,0,0,0,0,0,0,0.838383838383838,0.306458998700219,0,0,0,0,1,0,1,5,"0"
"176",0,1,0,1,0,0,0,0,1,1,0.0707070707070707,0.00339742174647603,0,0,1,0,0,0.0362142031591113,0.963785796840889,2,"0"
"177",0,0,1,1,0,0,0,0,1,1,0.414141414141414,0.00187328278780724,0,1,0,0,0,0.0321655398483917,0.967834460151608,2,"0"
"178",0,1,0,1,0,0,0,0,1,1,0.555555555555556,0.0127078759538037,0,1,0,0,0,0.0206437291897891,0.979356270810211,1,"0"
"179",0,1,0,1,0,0,0,0,1,1,0.696969696969697,0.0113660577193015,0,1,0,0,0,0,1,1,"0"
"180",0,1,0,1,0,0,0,0,1,1,0.777777777777778,0.000630590680110898,0,0,0,1,0,0,1,2,"0"
"181",0,1,0,1,0,0,0,0,1,1,0.0707070707070707,0.0123671324349942,0,1,0,0,0,0.0362142031591113,0.963785796840889,2,"0"
"182",0,0,1,1,0,0,0,0,1,1,0.515151515151515,0.00988662105630209,1,0,0,0,0,0.0427818329278183,0.957218167072182,3,"0"
"183",0,0,1,1,0,0,0,0,1,1,0.0808080808080808,0.0130370707690751,1,0,0,0,0,0.0362142031591113,0.963785796840889,2,"0"
"184",0,1,0,1,0,0,0,0,1,1,0.616161616161616,0.00780145337684474,0,1,0,0,0,0.0167507204610951,0.983249279538905,1,"0"
"185",0,1,0,0,0,0,0,1,1,1,0.121212121212121,0.0109033230093368,1,0,0,0,0,0.0949298813376483,0.905070118662352,3,"0"
"186",0,0,1,1,0,0,0,0,1,1,0.161616161616162,0.00799650183109525,0,0,0,1,0,0.0171449869549012,0.982855013045099,3,"0"
"187",0,0,1,1,0,0,0,0,0,0,0.838383838383838,0.0801693813683427,0,0,0,0,1,0,1,5,"0"
"188",0,1,0,1,0,0,0,0,0,1,0.0101010101010101,0.181025018142903,0,0,0,0,1,0.130074328187536,0.869925671812464,7,"0"
"189",0,0,1,1,0,0,0,0,1,1,0.676767676767677,0.0034289391917199,0,1,0,0,0,0,1,1,"0"
"190",0,0,1,1,0,0,0,0,1,1,0.212121212121212,0.00299922224259956,0,0,1,0,0,0.0359783845278726,0.964021615472127,2,"0"
"191",0,0,1,1,0,0,0,0,1,1,0.303030303030303,0.00952920554122561,0,0,0,1,0,0.0301009372746936,0.969899062725306,3,"0"
"192",0,0,1,1,0,0,0,0,0,0,0.757575757575758,0.0737119020131258,0,0,0,0,1,0,1,5,"0"
"193",0,0,1,1,0,0,0,0,1,1,0.747474747474748,0.00943793901872921,0,1,0,0,0,0,1,1,"0"
"194",0,0,1,1,0,0,0,0,1,1,0.212121212121212,0.00975690380493473,0,0,1,0,0,0.0359783845278726,0.964021615472127,2,"0"
"195",0,0,1,1,0,0,0,0,1,1,0.333333333333333,0.00937051259213445,1,0,0,0,0,0.0100016131634135,0.989998386836587,2,"0"
"196",0,0,1,1,0,0,0,0,0,0,0.262626262626263,0.0134487916445022,0,0,0,0,1,0.984544049459042,0.0154559505409583,7,"0"
"197",0,1,0,1,0,0,0,0,1,1,0.0707070707070707,0.0120260182427294,0,1,0,0,0,0.0362142031591113,0.963785796840889,2,"0"
"198",0,1,0,1,0,0,0,0,0,1,0.595959595959596,0.118091124559673,0,0,0,0,1,0.0507675938592491,0.949232406140751,6,"0"
"199",0,1,0,1,0,0,0,0,1,1,0.313131313131313,0.0065526830199984,0,0,1,0,0,0.0301009372746936,0.969899062725306,2,"0"
"200",0,1,0,1,0,0,0,0,1,1,0.383838383838384,0.0087556306766497,0,0,0,1,0,0.00602409638554217,0.993975903614458,3,"0"
