"","fraud","sex","age","income1","same_city","same_count","seller_sco","dispersao","type","V10","V11","V12"
"51","N","F",58,0.2,1,1,0.545454545454545,0.0233066321875624,0.5,0.0206437291897891,0.979356270810211,2
"52","N","M",73,0.2,1,1,0.292929292929293,0.00379650707857969,0.5,0.0301009372746936,0.969899062725306,23
"53","N","F",63,0.2,0,1,0.171717171717172,0.00703147000474571,1,1,0,29
"54","N","M",34,0.4,0,0,0.0505050505050505,0.0314310270884039,1,0.114365411436541,0.885634588563459,51
"55","N","F",39,0.2,1,1,0.313131313131313,0.00289430541974743,0.5,0.0301009372746936,0.969899062725306,23
"56","N","F",39,0.2,1,1,0.262626262626263,0.0057133836353294,0,0.00714688734248636,0.992853112657514,13
"57","N","M",44,0.2,1,1,0.97979797979798,0.0114017286539981,0.5,0,1,18
"58","N","F",63,0.2,1,1,0.111111111111111,0.0109994654219661,0.25,0.0362142031591113,0.963785796840889,42
"59","N","M",71,0.2,1,1,0.878787878787879,0.0113642053724367,0.25,0,1,48
"60","N","M",66,0.2,1,1,0.888888888888889,0.022612041500896,0.25,0,1,38
"61","N","M",38,0.2,1,1,0.101010101010101,0.010387695592047,0.75,0.0362142031591113,0.963785796840889,42
"62","N","F",47,0.2,1,1,0.272727272727273,0.00836869968973498,0.5,0.00714688734248636,0.992853112657514,13
"63","N","M",46,0.2,1,1,0.353535353535354,0.00970110466967894,0,0.0278786118774503,0.97212138812255,9
"64","N","F",41,0.2,1,1,0.161616161616162,0.0112798149825515,0.25,0.0171449869549012,0.982855013045099,46
"65","N","F",31,0.2,0,0,0.0707070707070707,0.220606518308234,1,0.114365411436541,0.885634588563459,51
"66","N","M",41,0.2,1,1,0.0707070707070707,0.00985081079985255,0.25,0.0362142031591113,0.963785796840889,42
"67","N","F",56,0.2,1,1,0.646464646464647,0.0127292899115141,0.25,0.00457561198810341,0.995424388011897,62
"68","N","F",69,0.2,1,1,0.464646464646465,0.0128901009931072,0.25,0.0100231303006939,0.989976869699306,5
"69","N","F",72,0.2,1,1,0.97979797979798,0.00986548620022017,0.5,0,1,18
"70","Y","F",71,0.2,1,1,0.202020202020202,0.174007612392361,1,0.994432071269488,0.00556792873051225,43
"71","N","F",69,0.2,1,1,0.676767676767677,0.00993370432878734,0,0,1,34
"72","N","F",39,0.2,0,1,0.383838383838384,0.0171337884018878,1,0.0506222670702994,0.949377732929701,7
"73","N","M",47,0.2,1,1,0.828282828282828,0.00468698722709818,0.75,0,1,33
"74","N","F",57,0.2,1,1,0.919191919191919,0.0164708449102547,0.5,0,1,38
"75","N","F",25,0.2,1,1,0.202020202020202,0.00797351856079473,0.5,0.0252552391187534,0.974744760881247,17
"76","N","F",31,0.4,1,1,0.0909090909090909,0.00498825628612419,0.5,0.0802638812534359,0.919736118746564,70
"77","N","F",77,0.2,0,0,0.333333333333333,0.0101265196858285,1,0.984544049459042,0.0154559505409583,20
"78","N","F",60,0.2,1,1,1,0.0100735674612684,0.75,0,1,18
"79","N","M",50,0.2,0,1,0.171717171717172,0.0974749040100062,1,0.130074328187536,0.869925671812464,28
"80","N","F",26,0.2,0,1,0.252525252525253,0.0963402090542001,1,1,0,29
"81","N","M",61,0.2,1,1,0.191919191919192,0.0110456502571223,0.75,0.0950305143853531,0.904969485614647,74
"82","N","M",63,0.2,1,1,0.464646464646465,0.00598254116166641,0.5,0.0100231303006939,0.989976869699306,5
"83","N","M",38,0.2,1,1,0.0707070707070707,0.00567022137156229,0.25,0.0362142031591113,0.963785796840889,42
"84","N","F",47,0.2,1,1,0.626262626262626,0.00479643734874472,0.5,0.004149377593361,0.995850622406639,61
"85","N","M",34,0.2,1,1,0.868686868686869,0.00281999128377118,0.5,0,1,48
"86","N","M",31,0.2,1,1,0.383838383838384,0.0132163791648366,0,0.00602409638554217,0.993975903614458,55
"87","N","M",33,0.2,1,1,0.656565656565657,0.0088037852554673,0.75,0.00457561198810341,0.995424388011897,62
"88","N","F",51,0.2,0,0,0.868686868686869,0.203246614724417,1,0,1,15
"89","N","M",43,0.4,1,1,0.232323232323232,0.0100557188723479,0.75,0.0802638812534359,0.919736118746564,70
"90","N","M",29,0.2,1,1,0.818181818181818,0.00434627268074837,0.5,0,1,33
"91","N","F",64,0.2,1,1,0.0808080808080808,0.00864768768259509,0.25,0.0362142031591113,0.963785796840889,42
"92","N","M",40,0.2,0,1,0.656565656565657,0.0150913738737502,1,0.0507675938592491,0.949232406140751,31
"93","N","F",69,0.2,1,1,0.555555555555556,0.00857030028973435,0.75,0.0206437291897891,0.979356270810211,2
"94","N","F",28,0.2,1,1,0.282828282828283,0.0126406760583406,0.75,0.00714688734248636,0.992853112657514,13
"95","N","F",79,0.2,1,1,0.121212121212121,0.00987333463792918,0.5,0.0171449869549012,0.982855013045099,46
"96","N","M",62,0.2,1,1,0.151515151515152,0.00869645688662023,0.25,0.0171449869549012,0.982855013045099,46
"97","N","M",48,0.2,1,1,0.888888888888889,0.0106300447245739,0,0,1,38
"98","N","F",46,0.2,1,1,0.646464646464647,0.00189486606865652,0.25,0.004149377593361,0.995850622406639,61
"99","N","F",41,0.2,1,1,0.616161616161616,0.0105462056710837,0,0.0167507204610951,0.983249279538905,14
"100","N","F",60,0.2,0,1,0.737373737373737,0.0493403960755723,1,0.0507675938592491,0.949232406140751,31
"101","N","M",35,0.2,1,1,0.666666666666667,0.00682288920801409,0.25,0,1,34
"102","N","M",67,0.2,1,1,0.464646464646465,0.00692904637385993,0,0.0100231303006939,0.989976869699306,5
"103","N","M",49,0.2,1,1,0.474747474747475,0.0114318231471555,0.75,0.0100231303006939,0.989976869699306,5
"104","N","M",51,0.2,1,1,0.858585858585859,0.00771814778599315,0.5,0,1,48
"105","N","M",70,0.2,0,0,0.181818181818182,0.0338755812976687,1,0.12729057591623,0.87270942408377,60
"106","N","F",23,0.2,0,1,0.323232323232323,0.125504875577864,1,0.0506222670702994,0.949377732929701,7
"107","N","F",21,0.2,0,0,0.505050505050505,0.107905486334826,1,0.0628034962771123,0.937196503722888,16
"108","N","M",35,0.2,1,1,0.787878787878788,0.00223448581496819,0,0,1,4
"109","N","F",58,0.2,0,0,0.262626262626263,0.00389704739903496,1,0.984544049459042,0.0154559505409583,20
"110","N","F",74,0.2,1,1,0.686868686868687,0.00411566295469307,0.5,0,1,34
"111","N","M",69,0.2,1,1,0.111111111111111,0.0110756774513318,0,0.0362142031591113,0.963785796840889,42
"112","N","M",41,0.2,1,1,0.343434343434343,0.00725194938765875,0.25,0.0278786118774503,0.97212138812255,9
"113","N","M",72,0.2,1,1,0.838383838383838,0.00475782313202108,0.5,0,1,54
"114","N","F",38,0.2,1,1,0.363636363636364,0.0108540069314266,0,0.0278786118774503,0.97212138812255,9
"115","N","M",33,0.2,1,1,0.97979797979798,0.0121586360194412,0.75,0,1,18
"116","N","M",31,0.2,1,1,0.101010101010101,0.00692892419098503,0.25,0.0362142031591113,0.963785796840889,42
"117","N","M",40,0.2,1,1,0.767676767676768,0.00330910055722624,0.5,0,1,25
"118","N","F",67,0.4,1,1,0.383838383838384,0.00320567780960274,0.5,0.00993788819875776,0.990062111801242,41
"119","N","F",55,0.2,0,0,0.595959595959596,0.165547897709757,1,0.0271979759645794,0.972802024035421,59
"120","N","F",44,0.2,1,1,0.929292929292929,0.010006285146979,0.75,0,1,64
"121","N","F",55,0.2,1,1,0,0.011199748877603,0.25,0.0149474375821288,0.985052562417871,26
"122","N","F",61,1,1,1,0.474747474747475,0.00918881742203785,0.25,0.0102857142857143,0.989714285714286,47
"123","N","F",66,0.2,1,1,0.353535353535354,0.0117153335015711,0.75,0.0278786118774503,0.97212138812255,9
"124","N","F",62,0.2,1,1,0.0404040404040404,0.00647916966339033,0.75,0.0149474375821288,0.985052562417871,26
"125","N","M",75,0.2,1,1,0.929292929292929,0.0206459284166233,0.75,0,1,64
"126","N","M",36,0.2,0,1,0.474747474747475,0.109552806886829,1,0.0506222670702994,0.949377732929701,7
"127","Y","M",27,0.2,1,1,0.505050505050505,0.150094419267207,1,0.99359795134443,0.00640204865556978,53
"128","N","F",22,0.2,1,1,0.898989898989899,0.00508117979114717,0.5,0,1,38
"129","N","F",34,0.2,1,1,0.141414141414141,0.0136158551809066,0.25,0.0171449869549012,0.982855013045099,46
"130","N"," ",51,0.2,1,1,0.212121212121212,0.00433867563009158,0.5,0.0359783845278726,0.964021615472127,6
"131","N","F",62,0.2,1,1,0.525252525252525,0.00359420261797769,0.5,0.0206437291897891,0.979356270810211,2
"132","N","F",62,0.2,1,1,0.141414141414141,0.010602177574627,0.75,0.0171449869549012,0.982855013045099,46
"133","N","F",65,0.2,1,1,0.616161616161616,0.0113467489124189,0.25,0.0167507204610951,0.983249279538905,14
"134","N","M",73,0.2,1,1,0.323232323232323,0.0550716017549746,0.25,0.0100016131634135,0.989998386836587,19
"135","N","F",25,0.2,0,0,0.94949494949495,0.117663061389005,1,0,1,50
"136","N","F",24,0.2,1,1,0.0909090909090909,0.00483945472406979,0.5,0.0362142031591113,0.963785796840889,42
"137","N","F",80,0.2,0,1,0.141414141414141,0.0789485945479335,1,0.130074328187536,0.869925671812464,28
"138","N","M",69,0.4,1,1,0.131313131313131,0.0228139368380092,0.5,0.0802638812534359,0.919736118746564,70
"139","N","M",41,0.2,1,1,0.95959595959596,0.0238210780036027,0.5,0,1,67
"140","Y","M",29,0.2,1,1,0.101010101010101,0.00635925498148265,0.25,0.0362142031591113,0.963785796840889,42
"141","N","F",41,0.2,1,1,0.0404040404040404,0.00340674763652951,0.5,0.0149474375821288,0.985052562417871,26
"142","N","F",80,0.2,1,1,0.97979797979798,0.0029301810033944,0.5,0,1,18
"143","N","M",64,0.2,1,1,0.94949494949495,0.00643841947590569,0,0,1,8
"144","N","M",44,0.2,1,1,0.181818181818182,0.0198572506238032,0.5,0.0950305143853531,0.904969485614647,74
"145","N","M",74,0.2,1,1,0.151515151515152,0.0120337004911147,0.75,0.0171449869549012,0.982855013045099,46
"146","N","M",36,0.2,1,1,0.878787878787879,0.00920392141475455,0,0,1,48
"147","N","F",51,0.2,0,0,0.464646464646465,0.343610017259271,1,0.0377358490566038,0.962264150943396,30
"148","N","F",62,0.2,1,1,0.292929292929293,0.0160014180626417,0.75,0.0301009372746936,0.969899062725306,23
"149","N","F",39,0.2,1,1,0.636363636363636,0.00196101449697795,0.25,0.004149377593361,0.995850622406639,61
"150","N","M",59,0.2,1,1,0.222222222222222,0.00421561876354517,0.5,0.0359783845278726,0.964021615472127,6
"151","N","F",62,0.2,0,1,0.95959595959596,0.135503319638526,1,0,1,12
"152","N","M",59,0.2,1,1,0.545454545454545,0.00691173606707938,0.75,0.0206437291897891,0.979356270810211,2
"153","N","M",59,0.2,1,1,0.575757575757576,0.00910691598007786,0.75,0.0357771260997067,0.964222873900293,35
"154","N","F",64,0.2,0,0,0.707070707070707,0.218414468471128,1,0.0271979759645794,0.972802024035421,59
"155","N","F",64,0.2,1,1,0.373737373737374,0.0123290164251434,0.25,0.00602409638554217,0.993975903614458,55
"156","N","F",34,0.2,1,1,0.757575757575758,0.0036004588453371,0.5,0,1,25
"157","N","M",24,0.4,1,1,0.353535353535354,0.00915733760518373,0.25,0.00993788819875776,0.990062111801242,41
"158","N","F",49,0.2,1,1,0.565656565656566,0.02266809431941,0.5,0.00476190476190476,0.995238095238095,72
"159","N","M",68,0.2,1,1,0.464646464646465,0.00990003678074787,0.25,0.0100231303006939,0.989976869699306,5
"160","N","M",26,0.2,1,1,0.595959595959596,0.00405780011112538,0.5,0.0167507204610951,0.983249279538905,14
"161","N","M",24,0.2,1,1,0.303030303030303,0.011343729848859,0.25,0.0301009372746936,0.969899062725306,23
"162","N","M",45,0.2,0,1,0.585858585858586,0.173510840786485,1,0.0507675938592491,0.949232406140751,31
"163","N","F",57,0.2,1,1,0.292929292929293,0.00800221888574959,0.25,0.0301009372746936,0.969899062725306,23
"164","N","M",52,0.2,1,1,0.777777777777778,0.0167826661796849,0.5,0,1,25
"165","N","F",80,0.2,0,0,0.282828282828283,0.0377342881316676,1,0.984544049459042,0.0154559505409583,20
"166","N","M",66,0.2,1,1,0.171717171717172,0.00870155491234946,0.25,0.0171449869549012,0.982855013045099,46
"167","N","F",76,0.2,1,1,0.505050505050505,0.00873327315963712,0,0.0427818329278183,0.957218167072182,3
"168","N","F",56,0.2,1,1,0.727272727272727,0.00304484338564205,0.5,0,1,65
"169","N","F",62,0.2,1,1,0.262626262626263,0.00853737323967577,0,0.00714688734248636,0.992853112657514,13
"170","N","F",22,0.4,1,1,0.353535353535354,0.00929119128954808,0,0.00993788819875776,0.990062111801242,41
"171","N","M",47,0.2,1,1,0.747474747474748,0.00395562761430342,0.5,0,1,65
"172","N","F",60,0.2,1,1,0.484848484848485,0.00283513001482056,0.5,0.0100231303006939,0.989976869699306,5
"173","N","M",36,0.2,1,1,0.232323232323232,0.0122462297154737,0.25,0.0359783845278726,0.964021615472127,6
"174","N","F",26,0.4,1,1,0.757575757575758,0.000203493897017485,0,0.000643086816720257,0.99935691318328,69
"175","N","M",35,0.2,0,0,0.838383838383838,0.306458998700219,1,0,1,15
"176","N","F",33,0.2,1,1,0.0707070707070707,0.00339742174647603,0.5,0.0362142031591113,0.963785796840889,42
"177","N","M",62,0.2,1,1,0.414141414141414,0.00187328278780724,0.25,0.0321655398483917,0.967834460151608,10
"178","N","F",52,0.2,1,1,0.555555555555556,0.0127078759538037,0.25,0.0206437291897891,0.979356270810211,2
"179","N","F",73,0.2,1,1,0.696969696969697,0.0113660577193015,0.25,0,1,34
"180","N","F",36,0.2,1,1,0.777777777777778,0.000630590680110898,0.75,0,1,25
"181","N","F",51,0.2,1,1,0.0707070707070707,0.0123671324349942,0.25,0.0362142031591113,0.963785796840889,42
"182","N","M",32,0.2,1,1,0.515151515151515,0.00988662105630209,0,0.0427818329278183,0.957218167072182,3
"183","N","M",44,0.2,1,1,0.0808080808080808,0.0130370707690751,0,0.0362142031591113,0.963785796840889,42
"184","N","F",31,0.2,1,1,0.616161616161616,0.00780145337684474,0.25,0.0167507204610951,0.983249279538905,14
"185","N","F",67,1,1,1,0.121212121212121,0.0109033230093368,0,0.0949298813376483,0.905070118662352,56
"186","N","M",40,0.2,1,1,0.161616161616162,0.00799650183109525,0.75,0.0171449869549012,0.982855013045099,46
"187","N","M",35,0.2,0,0,0.838383838383838,0.0801693813683427,1,0,1,21
"188","N","F",27,0.2,0,1,0.0101010101010101,0.181025018142903,1,0.130074328187536,0.869925671812464,28
"189","N","M",49,0.2,1,1,0.676767676767677,0.0034289391917199,0.25,0,1,34
"190","N","M",29,0.2,1,1,0.212121212121212,0.00299922224259956,0.5,0.0359783845278726,0.964021615472127,6
"191","N","M",31,0.2,1,1,0.303030303030303,0.00952920554122561,0.75,0.0301009372746936,0.969899062725306,23
"192","N","M",65,0.2,0,0,0.757575757575758,0.0737119020131258,1,0,1,21
"193","N","M",52,0.2,1,1,0.747474747474748,0.00943793901872921,0.25,0,1,65
"194","N","M",41,0.2,1,1,0.212121212121212,0.00975690380493473,0.5,0.0359783845278726,0.964021615472127,6
"195","N","M",74,0.2,1,1,0.333333333333333,0.00937051259213445,0,0.0100016131634135,0.989998386836587,19
"196","N","M",66,0.2,0,0,0.262626262626263,0.0134487916445022,1,0.984544049459042,0.0154559505409583,20
"197","N","F",66,0.2,1,1,0.0707070707070707,0.0120260182427294,0.25,0.0362142031591113,0.963785796840889,42
"198","N","F",70,0.2,0,1,0.595959595959596,0.118091124559673,1,0.0507675938592491,0.949232406140751,31
"199","N","F",37,0.2,1,1,0.313131313131313,0.0065526830199984,0.5,0.0301009372746936,0.969899062725306,23
"200","N","F",68,0.2,1,1,0.383838383838384,0.0087556306766497,0.75,0.00602409638554217,0.993975903614458,55
"201","N","M",33,0.2,0,0,0.101010101010101,0.000397306340326256,1,0.114365411436541,0.885634588563459,51
"202","N","F",30,0.2,1,1,0.111111111111111,0.011246743670029,0.5,0.0362142031591113,0.963785796840889,42
"203","N","F",25,0.2,1,1,0.646464646464647,0.00737140881245329,0.25,0.004149377593361,0.995850622406639,61
"204","N","M",53,0.2,1,1,0.222222222222222,0.0078864483014889,0,0.0359783845278726,0.964021615472127,6
"205","N","F",45,0.2,1,1,0.343434343434343,0.00366748866426625,0.5,0.0278786118774503,0.97212138812255,9
"206","N","F",72,0.2,1,1,0.939393939393939,0.0126323529157501,0.75,0,1,64
"207","N","F",26,0.2,1,1,0.434343434343434,0.00453450877708639,0.75,0.0134512622074811,0.986548737792519,71
"208","N","F",61,0.2,1,1,0.747474747474748,0.00295529983090296,0.5,0,1,65
"209","N","F",43,0.2,1,1,0.212121212121212,0.00590989601898903,0.5,0.0359783845278726,0.964021615472127,6
"210","N","M",56,0.2,1,1,0.373737373737374,0.00824446482517221,0.75,0.00602409638554217,0.993975903614458,55
"211","N","F",45,0.4,1,1,0.96969696969697,0.00610401184592436,0,0.00298507462686567,0.997014925373134,49
"212","N","F",57,0.2,1,1,0.424242424242424,0.00331219152385294,0.5,0.0321655398483917,0.967834460151608,10
"213","N","F",44,0.2,1,1,0.0404040404040404,0.00855939242285705,0.25,0.0149474375821288,0.985052562417871,26
"214","N","M",47,0.2,1,1,0.737373737373737,0.00417169130752167,0.5,0,1,65
"215","N","M",34,0.2,0,1,0.909090909090909,0.00534499990096556,1,0,1,12
"216","N","M",68,0.2,1,1,0.686868686868687,0.00680602228674362,0.5,0,1,34
"217","N","F",24,0.2,1,1,0.282828282828283,0.00985347352468053,0.25,0.00714688734248636,0.992853112657514,13
"218","N"," ",35,0.2,1,1,0.181818181818182,0.00291503972751074,0.5,0.0950305143853531,0.904969485614647,74
"219","N","M",51,0.2,1,1,0.848484848484849,0.00555540807514636,0.5,0,1,54
"220","N","M",67,0.2,1,1,0.94949494949495,0.00803771737837095,0.25,0,1,67
"221","N","F",79,0.2,1,1,0.565656565656566,0.00983774123996248,0,0.00476190476190476,0.995238095238095,72
"222","N","M",42,0.2,1,1,0.656565656565657,0.0113608436140037,0.75,0.00457561198810341,0.995424388011897,62
"223","N","F",39,0.2,1,1,0.98989898989899,0.00741386474848882,0.25,0,1,18
"224","N","M",21,0.2,1,1,0.272727272727273,0.00970901470967887,0.75,0.00714688734248636,0.992853112657514,13
"225","N","F",48,0.2,1,1,0.282828282828283,0.00688107345934316,0.25,0.00714688734248636,0.992853112657514,13
"226","N","M",80,0.2,1,1,0.565656565656566,0.00850334689910174,0,0.00476190476190476,0.995238095238095,72
"227","N","F",58,0.2,1,1,0.404040404040404,0.00503447097752344,0.25,0.0321655398483917,0.967834460151608,10
"228","N","M",34,0.2,0,1,0.0202020202020202,0.0824153828418486,1,0.130074328187536,0.869925671812464,28
"229","N","M",53,0.2,1,1,1,0.00652483005358115,0.75,0,1,18
"230","N","M",67,0.2,1,1,0.242424242424242,0.00321065363856602,0.5,0.0359783845278726,0.964021615472127,6
"231","N","F",49,0.2,1,1,0.515151515151515,0.00891269114906811,0,0.0427818329278183,0.957218167072182,3
"232","N","F",70,0.2,1,1,0.797979797979798,0.00813683182702281,0.75,0,1,4
"233","N","F",27,0.2,0,0,0.95959595959596,0.0196268432496737,1,0,1,50
"234","N","F",48,0.2,1,1,1,0.00712349167054401,0,0,1,18
"235","N","F",54,0.2,1,1,0.868686868686869,0.0101885739573673,0.25,0,1,48
"236","N","M",76,0.2,1,1,0.696969696969697,0.0173334939104428,0.5,0,1,34
"237","N","M",78,0.2,0,0,0.595959595959596,0.0249446329175384,1,0.0271979759645794,0.972802024035421,59
"238","N","F",58,0.2,0,1,0.101010101010101,0.0328423867393218,1,0.130074328187536,0.869925671812464,28
"239","N","M",59,0.2,0,0,0.626262626262626,0.190890754646307,1,0.0271979759645794,0.972802024035421,59
"240","N","F",67,0.2,1,1,0.96969696969697,0.00967230255775255,0,0,1,67
"241","N","M",68,0.2,1,1,0.808080808080808,0.0115663696632997,0,0,1,33
"242","N"," ",36,0.2,1,1,0.97979797979798,0.00776181016224504,0.25,0,1,18
"243","N","F",51,0.2,1,1,0.484848484848485,0.00530797326101068,0.25,0.0100231303006939,0.989976869699306,5
"244","N","F",66,0.2,1,1,0.868686868686869,0.0107885985124208,0.75,0,1,48
"245","N","F",53,0.2,0,1,0.262626262626263,0.183755173178711,1,0.0506222670702994,0.949377732929701,7
"246","N","F",32,0.2,0,1,0.101010101010101,0.0240243558420368,1,0.130074328187536,0.869925671812464,28
"247","N","F",57,0.2,1,1,0.444444444444444,0.00410023786316863,0.25,0.0134512622074811,0.986548737792519,71
"248","N","F",50,0.2,1,1,0.717171717171717,0.00819668897327727,0.75,0,1,45
"249","N","F",29,0.2,1,1,0.595959595959596,0.00401188997571585,0.5,0.0167507204610951,0.983249279538905,14
"250","N","F",37,0.2,0,1,0.131313131313131,0.418030164189627,1,0.0526630760023938,0.947336923997606,24
"251","N","M",45,0.2,1,1,0.808080808080808,0.00703703921203474,0,0,1,33
"252","N","M",44,0.2,1,1,0.767676767676768,0.0119063394599287,0,0,1,25
"253","N","F",53,0.2,1,1,0.878787878787879,0.00887741946105027,0.25,0,1,48
"254","Y","M",42,0.2,1,1,0.606060606060606,0.00377629138593549,0.5,0.0167507204610951,0.983249279538905,14
"255","N","M",39,0.4,0,1,0.757575757575758,0.104452611691487,1,0,1,12
"256","N","F",38,0.2,1,1,0.0808080808080808,0.00620849506747223,0.5,0.0362142031591113,0.963785796840889,42
"257","N","F",69,0.2,0,1,0.565656565656566,0.0224546390329811,1,0.0507675938592491,0.949232406140751,31
"258","N","M",62,0.2,1,1,0.0101010101010101,0.00866082112818026,0,0.0149474375821288,0.985052562417871,26
"259","N","F",58,0.2,1,1,0.878787878787879,0.00979117416937958,0.75,0,1,48
"260","N","M",43,0.4,1,1,0.242424242424242,0.0057129534865449,0.75,0.0802638812534359,0.919736118746564,70
"261","N","F",35,0.2,1,1,0.191919191919192,0.00721285865592513,0,0.0950305143853531,0.904969485614647,74
"262","N","M",20,0.2,1,1,0.97979797979798,0.00677677230250313,0,0,1,18
"263","N","F",70,0.2,1,1,0.545454545454545,0.00455024074789257,0.5,0.0206437291897891,0.979356270810211,2
"264","N","F",62,0.2,1,1,0.353535353535354,0.0102309200684857,0.25,0.0278786118774503,0.97212138812255,9
"265","N","M",73,0.2,1,1,0.525252525252525,0.00903650313580675,0,0.0206437291897891,0.979356270810211,2
"266","N","F",56,0.2,1,1,0.808080808080808,0.0109605271941394,0.25,0,1,33
"267","N","M",21,0.2,1,1,0.212121212121212,0.00442452108373512,0.5,0.0359783845278726,0.964021615472127,6
"268","N","F",29,0.2,1,1,0.666666666666667,0.0114593416233361,0.25,0,1,34
